交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
20210926009130201010950030678754	,LC2021092618361620887229826569550828	,2021-09-26 18:36:16 ,2021-09-26 18:36:16 ,2021-09-26 18:36:18 ,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,100.00  ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20210926300677374951 	,                    	,2021-09-26 02:49:27 ,                    ,2021-09-26 02:49:27 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.25-收益发放 ,0.21    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092522001456951443471315	,18000116325694140000433577814215	,2021-09-25 19:30:14 ,2021-09-25 19:30:18 ,2021-09-25 19:30:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点生活            ,订单：433577814215     ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021092522001456951443297193	,18000116325481750000433317035015	,2021-09-25 13:36:15 ,2021-09-25 13:36:20 ,2021-09-25 13:36:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点生活            ,订单：433317035015     ,49.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210925399779787951 	,                    	,2021-09-25 04:02:50 ,                    ,2021-09-25 04:02:50 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.24-收益发放 ,0.21    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092422001156951443355095	,T200P1405849729512215779	,2021-09-24 23:05:02 ,2021-09-24 23:05:03 ,2021-10-05 08:06:37 ,淘宝        ,支付宝担保交易         ,南极人壮烨专卖店        ,【潮流周价】南极人纯棉抗菌袜子男士夏薄款吸汗防臭透气短筒中长运动低帮船袜,19.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210924392783117951 	,                    	,2021-09-24 02:52:24 ,                    ,2021-09-24 02:52:24 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.23-收益发放 ,0.21    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210923384599121951 	,                    	,2021-09-23 02:42:41 ,                    ,2021-09-23 02:42:41 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.22-收益发放 ,0.21    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092222001156951440416448	,T200P2128395098328215779	,2021-09-22 22:11:34 ,2021-09-22 22:11:38 ,2021-10-03 09:41:15 ,淘宝        ,支付宝担保交易         ,dickies官方旗舰店    ,【潮流周价】Dickies字母印花斜挎包 男女士情侣款休闲腰包运动斜挎包9183,180.87  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021092222001456951440268563	,visionpayF57BE65472950CA6B7988FAA	,2021-09-22 15:03:01 ,2021-09-22 15:03:02 ,2021-12-24 15:03:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,友宝              ,智能货柜消费              ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210922378022579951 	,                    	,2021-09-22 02:44:21 ,                    ,2021-09-22 02:44:21 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.21-收益发放 ,0.22    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092122001456951439525599	,M2021092168622517   	,2021-09-21 18:57:13 ,2021-09-21 18:57:13 ,2021-10-03 11:13:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,9.00    ,支出      ,交易成功    ,0.00     ,7.00     ,                    ,已支出      ,
20210921367104575951 	,                    	,2021-09-21 02:36:32 ,                    ,2021-09-21 02:36:32 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.20-收益发放 ,0.22    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092022001456951439320117	,CPR2109201758180961250103928U	,2021-09-20 17:58:27 ,2021-09-20 17:58:28 ,2021-09-20 17:58:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210920009130201010950023887066	,LC2021092016162420887229826569557892	,2021-09-20 16:16:24 ,2021-09-20 16:16:24 ,2021-09-20 16:16:26 ,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,250.00  ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021092022001456951439178686	,20210920153121867096	,2021-09-20 15:31:24 ,2021-09-20 15:31:24 ,2021-09-20 15:31:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,9月20日15:15 - 北京轨道交通扫码乘车,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021092022001456951438881665	,20210920130542061096	,2021-09-20 13:05:43 ,2021-09-20 13:05:43 ,2021-09-20 13:05:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,9月20日12:49 - 北京轨道交通扫码乘车,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210920360648685951 	,                    	,2021-09-20 02:16:32 ,                    ,2021-09-20 02:16:32 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.19-收益发放 ,0.23    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021092022001456951438781919	,M2021092067203489   	,2021-09-20 00:49:06 ,2021-09-20 00:49:07 ,2021-09-20 00:49:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021091922001456951438351113	,M2021091967118431   	,2021-09-19 21:28:19 ,2021-09-19 21:28:19 ,2021-09-19 21:28:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210919009130201010950022399680	,LC2021091921024820887229826569551791	,2021-09-19 21:02:48 ,2021-09-19 21:02:48 ,2021-09-19 21:02:49 ,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,250.00  ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20210919009130201010950021588503	,LC2021091910104320887229826569553704	,2021-09-19 10:10:43 ,2021-09-19 10:10:43 ,2021-09-19 10:10:45 ,支付宝网站     ,即时到账交易          ,中国建设银行          ,余额宝-转出到银行卡          ,277.00  ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20210919359787349951 	,                    	,2021-09-19 05:07:29 ,                    ,2021-09-19 05:07:29 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.18-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021091922001156951437454124	,T200P1400743272861215779	,2021-09-19 00:23:13 ,2021-09-19 00:23:15 ,2021-09-29 13:42:25 ,淘宝        ,支付宝担保交易         ,majiabo001      ,日系秋季裤子男棉麻亚麻裤宽松九分裤男哈伦休闲裤薄款小脚裤潮牌,69.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021091922001156951437460259	,T200P1400744100308215779	,2021-09-19 00:21:47 ,2021-09-19 00:21:52 ,2021-09-29 09:34:44 ,淘宝        ,支付宝担保交易         ,唐狮官方旗舰店         ,唐狮男士2021秋季新款港风日系长袖衬衫纯棉百搭衬衣休闲纯色上衣,109.90  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210918351311769951 	,                    	,2021-09-18 02:53:39 ,                    ,2021-09-18 02:53:39 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.17-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021091722001456951436569928	,visionpayF57BE6540DE70CA0779C1163	,2021-09-17 21:16:23 ,2021-09-17 21:16:24 ,2021-12-19 21:16:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,友宝              ,智能货柜消费              ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021091722001456951436371483	,M2021091763921311   	,2021-09-17 12:45:08 ,2021-09-17 12:45:08 ,2021-09-17 12:45:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,109.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210917343448399951 	,                    	,2021-09-17 04:02:11 ,                    ,2021-09-17 04:02:11 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.16-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210916334879567951 	,                    	,2021-09-16 03:30:46 ,                    ,2021-09-16 03:30:46 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.15-收益发放 ,0.31    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021091522001456951433443208	,visionpayF57BE65359990C9DA4D18F62	,2021-09-15 17:52:28 ,2021-09-15 17:52:29 ,2021-12-17 17:53:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,友宝              ,智能货柜消费              ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210915322604012951 	,                    	,2021-09-15 02:36:38 ,                    ,2021-09-15 02:36:38 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.14-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210914320931558951 	,                    	,2021-09-14 02:19:36 ,                    ,2021-09-14 02:19:36 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.13-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021091322001456951431723828	,visionpayF57BE65574D80C9ADA38AADA	,2021-09-13 15:03:43 ,2021-09-13 15:03:43 ,2021-12-15 15:04:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,友宝              ,智能货柜消费              ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021091322001456951431419533	,21091312152376386280	,2021-09-13 12:18:05 ,2021-09-13 12:18:05 ,2021-12-15 12:18:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国科学院大学         ,雁栖一食堂三层收银           ,155.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210913310085850951 	,                    	,2021-09-13 02:46:38 ,                    ,2021-09-13 02:46:38 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.12-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210912308686129951 	,                    	,2021-09-12 02:59:35 ,                    ,2021-09-12 02:59:35 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.11-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021091122001456951430866296	,21091117470474564376	,2021-09-11 17:49:43 ,2021-09-11 17:49:44 ,2021-12-13 17:50:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国科学院大学         ,雁栖一食堂三层收银           ,144.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210911396481663951 	,                    	,2021-09-11 02:52:55 ,                    ,2021-09-11 02:52:55 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.10-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210910009130100010950099266761	,LC2021091013534320887229826569558218	,2021-09-10 13:53:43 ,2021-09-10 13:53:46 ,2021-09-10 13:53:43 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-单次转入            ,700.00  ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021091022001449971443005053	,46312531220232369949977	,2021-09-10 13:52:02 ,2021-09-10 13:52:17 ,2021-09-10 13:52:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,**懿             ,收钱码收款               ,700.00  ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210910394856206951 	,                    	,2021-09-10 03:01:30 ,                    ,2021-09-10 03:01:30 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.09-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021090922001456951428451400	,21090912170001584760	,2021-09-09 12:19:36 ,2021-09-09 12:19:37 ,2021-12-11 12:20:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国科学院大学         ,雁栖一食堂三层收银           ,129.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210909386077246951 	,                    	,2021-09-09 02:42:15 ,                    ,2021-09-09 02:42:15 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.08-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021090822001456951427321523	,CN_V1_600308547222660199	,2021-09-08 09:55:46 ,2021-09-08 09:55:46 ,2021-09-08 09:55:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王陆明             ,菜鸟裹裹-寄件费_3405217957_5454299640215779,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210908379519959951 	,                    	,2021-09-08 02:59:37 ,                    ,2021-09-08 02:59:37 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.07-收益发放 ,0.28    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210907372971541951 	,                    	,2021-09-07 03:09:21 ,                    ,2021-09-07 03:09:21 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.06-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210906366172751951 	,                    	,2021-09-06 03:02:38 ,                    ,2021-09-06 03:02:38 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.05-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021090522001456951424907100	,20210905142806U28949578876699853	,2021-09-05 14:28:12 ,2021-09-05 14:28:13 ,2021-09-05 14:28:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-21090511100300000022070954487943,362.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210905360320945951 	,                    	,2021-09-05 03:21:41 ,                    ,2021-09-05 03:21:41 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.04-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021090422001456955701787582	,21090412221689716171	,2021-09-04 12:24:48 ,2021-09-04 12:24:48 ,2021-12-06 12:25:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国科学院大学         ,雁栖一食堂三层收银           ,147.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210904353141951951 	,                    	,2021-09-04 02:43:25 ,                    ,2021-09-04 02:43:25 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.03-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210903338241802951 	,                    	,2021-09-03 02:38:41 ,                    ,2021-09-03 02:38:41 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.02-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210902009130201010950002189272	,LC2021090222271320887229826569552269	,2021-09-02 22:27:13 ,2021-09-02 22:27:13 ,2021-09-02 22:27:14 ,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1425.00 ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021090222001456951423029594	,W874143244          	,2021-09-02 15:50:24 ,                    ,2021-09-02 16:21:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,苹果电子产品商贸(北京)有限公司,W874143244          ,7199.00 ,其他      ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
20210902009130100010950088475842	,LC2021090215000120887229826569554448	,2021-09-02 15:00:01 ,2021-09-02 15:00:05 ,2021-09-02 15:00:01 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-单次转入            ,2000.00 ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021090222001456951422288578	,16305628282722982656955	,2021-09-02 14:07:08 ,2021-09-02 14:07:12 ,2021-09-02 14:07:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京一朵小花面包房国科大分店  ,收钱码收款               ,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021090222001456955700883875	,21090230551699031229	,2021-09-02 10:03:05 ,2021-09-02 10:03:05 ,2021-09-02 10:03:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,超级吃货卡订单：1500000048022272529,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210902336989370951 	,                    	,2021-09-02 03:18:14 ,                    ,2021-09-02 03:18:14 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.09.01-收益发放 ,0.26    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210901009130100010950087181447	,LC2021090109121620887229826569558866	,2021-09-01 09:12:16 ,                    ,2021-09-01 09:12:16 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-单次转入            ,1000.00 ,其他      ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
20210901009130100010950087344687	,LC2021090109120220887229826569554542	,2021-09-01 09:12:02 ,                    ,2021-09-01 09:12:02 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-单次转入            ,2000.00 ,其他      ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
20210901330291879951 	,                    	,2021-09-01 03:11:17 ,                    ,2021-09-01 03:11:17 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.31-收益发放 ,0.26    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210831320306566951 	,                    	,2021-08-31 03:17:24 ,                    ,2021-08-31 03:17:24 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.30-收益发放 ,0.26    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021083122001456951419057438	,CPR2108310031287341250103928T	,2021-08-31 00:31:33 ,2021-08-31 00:31:33 ,2021-08-31 00:31:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰骑行卡               ,29.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210830313389619951 	,                    	,2021-08-30 03:02:35 ,                    ,2021-08-30 03:02:35 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.29-收益发放 ,0.25    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210829307447400951 	,                    	,2021-08-29 03:34:40 ,                    ,2021-08-29 03:34:40 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.28-收益发放 ,0.26    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082822001456951416778203	,210828801346874804  	,2021-08-28 20:46:45 ,2021-08-28 20:46:45 ,2021-08-28 20:46:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京物美便利超市有限公司    ,条码支付                ,25.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
